1000 40
2000 60
3000 87
4000 122
5000 160
6000 419
7000 237
8000 292
9000 363
10000 380
11000 1372
12000 454
13000 531
14000 558
15000 1817
16000 2840
17000 2236
18000 2058
19000 685
20000 721
21000 765
22000 3587
23000 815
24000 923
25000 1690
26000 937
27000 899
28000 982
29000 2295
30000 1029
31000 1143
32000 1755
33000 5652
34000 2076
35000 1245
36000 2131
37000 1272
38000 1382
39000 5034
40000 1442
41000 1625
42000 2456
43000 2785
44000 9100
45000 2798
46000 4441
47000 2208
48000 1943
49000 1939
50000 1937
51000 2896
52000 4186
53000 2131
54000 2177
55000 4623
56000 2299
57000 7369
58000 4650
59000 6392
60000 2461
61000 4720
62000 2687
63000 2348
64000 2475
65000 3595
66000 3686
67000 4767
68000 3004
69000 4149
70000 5406
71000 2778
72000 2895
73000 5949
74000 3046
75000 2956
76000 3793
77000 6432
78000 4552
79000 5758
80000 4859
81000 3986
82000 3657
83000 3369
84000 6243
85000 8978
86000 3494
87000 7568
88000 7309
89000 6742
90000 5172
91000 8049
92000 6178
93000 5993
94000 7178
95000 3829
96000 3729
97000 3911
98000 4406
99000 5249
100000 7255
