1000 41
2000 71
3000 108
4000 394
5000 152
6000 969
7000 432
8000 287
9000 294
10000 376
11000 1930
12000 513
13000 440
14000 513
15000 788
16000 2237
17000 3508
18000 848
19000 2931
20000 666
21000 754
22000 4390
23000 3590
24000 829
25000 920
26000 1024
27000 1177
28000 990
29000 1106
30000 1124
31000 1080
32000 1264
33000 5932
34000 2019
35000 5007
36000 2676
37000 1419
38000 1472
39000 6227
40000 2172
41000 3022
42000 3199
43000 1781
44000 1680
45000 2085
46000 1826
47000 1789
48000 2077
49000 1967
50000 2947
51000 4630
52000 3574
53000 2384
54000 3334
55000 2353
56000 2858
57000 2168
58000 3041
59000 2447
60000 3128
61000 3015
62000 2616
63000 3051
64000 2952
65000 3316
66000 3236
67000 2971
68000 3070
69000 2968
70000 3705
71000 3904
72000 7926
73000 6252
74000 5157
75000 4000
76000 6146
77000 6549
78000 3042
79000 3043
80000 9292
81000 3292
82000 5354
83000 8233
84000 3539
85000 8748
86000 8326
87000 4473
88000 6076
89000 3986
90000 3557
91000 3754
92000 8208
93000 6308
94000 5136
95000 4016
96000 7967
97000 8656
98000 5614
99000 9305
100000 7437
