1000 36
2000 77
3000 260
4000 159
5000 200
6000 625
7000 317
8000 348
9000 380
10000 1151
11000 478
12000 844
13000 4220
14000 630
15000 683
16000 713
17000 787
18000 811
19000 3254
20000 3205
21000 1053
22000 1082
23000 2928
24000 2840
25000 1254
26000 1314
27000 4668
28000 1510
29000 1493
30000 3541
31000 1656
32000 3642
33000 2135
34000 2390
35000 2008
36000 2837
37000 7380
38000 4339
39000 2048
40000 4496
41000 2169
42000 3654
43000 2210
44000 2311
45000 3950
46000 3784
47000 4006
48000 3964
49000 4246
50000 4276
51000 3712
52000 7284
53000 7520
54000 2691
55000 8028
56000 3106
57000 13632
58000 6325
59000 6787
60000 5067
61000 4286
62000 4814
63000 6040
64000 6075
65000 7141
66000 13345
67000 3675
68000 3731
69000 3827
70000 4307
71000 4523
72000 5498
73000 5305
74000 5371
75000 5222
76000 5751
77000 7286
78000 6111
79000 7788
80000 8326
81000 6423
82000 5151
83000 8966
84000 5095
85000 12542
86000 8425
87000 8524
88000 5836
89000 6255
90000 8775
91000 8009
92000 7038
93000 7850
94000 7795
95000 8003
96000 7257
97000 8041
98000 9407
99000 10368
100000 6167
