1000 5119
2000 5194
3000 14043
4000 12778
5000 20005
6000 20314
7000 21617
8000 42824
9000 35902
10000 47777
11000 59930
12000 67300
13000 93801
14000 104923
15000 137316
16000 154355
17000 182209
18000 236973
19000 287736
20000 321542
21000 433864
22000 395119
23000 642906
24000 600809
25000 536448
26000 675883
27000 608718
28000 739210
29000 733175
30000 847093
31000 1056637
32000 1090154
33000 993746
34000 1052191
35000 1082991
36000 1374646
37000 1291625
38000 1582509
39000 2050453
40000 1899071
41000 1977027
42000 1947899
43000 2153199
44000 2238328
45000 2295725
46000 2605368
47000 2649090
48000 2734872
49000 2791330
50000 2718738
51000 2863443
52000 3010441
53000 3007056
54000 3227648
55000 3188864
56000 3113415
57000 3508877
58000 3427953
59000 3761617
60000 3733676
61000 3939217
62000 4224256
63000 4106746
64000 4268825
65000 4481951
66000 4356127
67000 4801719
68000 4809958
69000 5127224
70000 5367630
71000 5307352
72000 5296712
73000 6108501
74000 5977420
75000 6007369
76000 6195466
77000 6263333
78000 6996613
79000 7754354
80000 7113214
81000 8303084
82000 7506542
83000 7449055
84000 7793225
85000 8124347
86000 7828543
87000 8133946
88000 8130097
89000 8345681
90000 9201453
91000 9077651
92000 9295672
93000 9262196
94000 9419477
95000 9972751
96000 9923804
97000 10080949
98000 10949011
99000 12139653
100000 11259184
