1000 4311
2000 10304
3000 9750
4000 12374
5000 17221
6000 17051
7000 23778
8000 29438
9000 43750
10000 71025
11000 64981
12000 130984
13000 82426
14000 103938
15000 121494
16000 188892
17000 271136
18000 254419
19000 419798
20000 336732
21000 367115
22000 382761
23000 523535
24000 546601
25000 541074
26000 592782
27000 666176
28000 807054
29000 833372
30000 839646
31000 1087321
32000 1215627
33000 1175060
34000 1097414
35000 1201177
36000 1442086
37000 1543741
38000 1527211
39000 1616171
40000 1617249
41000 1663543
42000 2206547
43000 2245726
44000 2422846
45000 2361106
46000 2369435
47000 2471810
48000 2495495
49000 2609634
50000 2704410
51000 2734608
52000 2853674
53000 2991946
54000 3143979
55000 3250647
56000 3386368
57000 3780998
58000 3882551
59000 3887996
60000 4738023
61000 4448165
62000 5011324
63000 5218532
64000 4769271
65000 5079097
66000 5552996
67000 5726666
68000 6581670
69000 6172824
70000 6971820
71000 7034755
72000 6920435
73000 6788458
74000 7045946
75000 7068010
76000 6876589
77000 8547304
78000 7855950
79000 9360261
80000 8014804
81000 7997018
82000 8042234
83000 8551606
84000 8335804
85000 8454082
86000 8514755
87000 8826195
88000 9227684
89000 9079765
90000 9492689
91000 9791724
92000 10200583
93000 10180915
94000 10680198
95000 10910393
96000 10942922
97000 11253170
98000 11467805
99000 11871634
100000 11656895
