1000 1018
2000 7629
3000 8933
4000 14940
5000 24552
6000 30388
7000 41552
8000 57991
9000 60522
10000 81287
11000 92587
12000 121963
13000 139654
14000 145858
15000 250712
16000 240340
17000 408589
18000 355793
19000 383601
20000 400710
21000 391182
22000 494138
23000 608951
24000 649078
25000 726808
26000 633733
27000 749672
28000 980640
29000 1170603
30000 989617
31000 1025434
32000 1119722
33000 987234
34000 1103095
35000 1245587
36000 1156774
37000 1541239
38000 1710049
39000 1923183
40000 1897122
41000 1952838
42000 2112290
43000 2245496
44000 2126671
45000 2075092
46000 1937383
47000 2201381
48000 2254462
49000 2265754
50000 2580308
51000 2840015
52000 2960270
53000 3192462
54000 3725872
55000 3572008
56000 4070854
57000 3200329
58000 3216043
59000 3208663
60000 3484192
61000 3770176
62000 4307001
63000 4235001
64000 4165442
65000 4312327
66000 3750898
67000 3789466
68000 4496805
69000 4041876
70000 4077149
71000 4699735
72000 4807627
73000 5849392
74000 5528937
75000 5293572
76000 5711284
77000 6317907
78000 8184819
79000 9153307
80000 13129531
81000 12836826
82000 14772082
83000 16775940
84000 20343294
85000 19865747
86000 28999104
87000 20398974
