1000 43
2000 85
3000 129
4000 166
5000 208
6000 1886
7000 1735
8000 437
9000 387
10000 447
11000 504
12000 570
13000 3751
14000 3522
15000 788
16000 811
17000 1105
18000 2342
19000 970
20000 1519
21000 1289
22000 1168
23000 1121
24000 1111
25000 1145
26000 1195
27000 1884
28000 1410
29000 1374
30000 4167
31000 1470
32000 1590
33000 5268
34000 1962
35000 3103
36000 2003
37000 1896
38000 2161
39000 1919
40000 1914
41000 2638
42000 2089
43000 4023
44000 2406
45000 2414
46000 2576
47000 2426
48000 3432
49000 4909
50000 5661
51000 3366
52000 3738
53000 4120
54000 3044
55000 3828
56000 3956
57000 5528
58000 8750
59000 6341
60000 7962
61000 4286
62000 5461
63000 3809
64000 3504
65000 11846
66000 4236
67000 8921
68000 4062
69000 5749
70000 5362
71000 6418
72000 4567
73000 5322
74000 7366
75000 7320
76000 6145
77000 11374
78000 4928
79000 4460
80000 4886
81000 5763
82000 5776
83000 9230
84000 4886
85000 5515
86000 8799
87000 6025
88000 5542
89000 4768
90000 7339
91000 5275
92000 8249
93000 11124
94000 5582
95000 9547
96000 6840
97000 6512
98000 8472
99000 7985
100000 7647
