1000 43
2000 93
3000 771
4000 175
5000 205
6000 254
7000 293
8000 356
9000 686
10000 404
11000 547
12000 677
13000 1018
14000 656
15000 653
16000 5401
17000 732
18000 5457
19000 1745
20000 871
21000 4518
22000 959
23000 1048
24000 1100
25000 1114
26000 1166
27000 7495
28000 2436
29000 1363
30000 1442
31000 1569
32000 2941
33000 4866
34000 2044
35000 3607
36000 2574
37000 2396
38000 7322
39000 4701
40000 6705
41000 5202
42000 4823
43000 3037
44000 2581
45000 5067
46000 2301
47000 3979
48000 2218
49000 5860
50000 6004
51000 2434
52000 2568
53000 2872
54000 6776
55000 5674
56000 6167
57000 2859
58000 2826
59000 4610
60000 2863
61000 5215
62000 3052
63000 3961
64000 6494
65000 7062
66000 5536
67000 7651
68000 4043
69000 4250
70000 3940
71000 4424
72000 3647
73000 9385
74000 7090
75000 5865
76000 10980
77000 6341
78000 3926
79000 3929
80000 10803
81000 4587
82000 7183
83000 5230
84000 5458
85000 7917
86000 4886
87000 4947
88000 10001
89000 8204
90000 9184
91000 5734
92000 4613
93000 11828
94000 10443
95000 10070
96000 12115
97000 6616
98000 11705
99000 8054
100000 9872
