1000 48
2000 122
3000 1046
4000 483
5000 739
6000 1750
7000 3329
8000 4921
9000 2798
10000 2972
11000 4342
12000 4713
13000 5119
14000 5765
15000 7500
16000 9296
17000 8392
18000 14221
19000 10564
20000 15201
21000 14538
22000 16951
23000 25753
24000 20143
25000 18261
26000 22009
27000 25235
28000 23452
29000 25031
30000 28185
31000 35339
32000 48966
33000 51803
34000 42038
35000 39287
36000 39452
37000 68819
38000 51840
39000 48211
40000 61504
41000 54889
42000 55758
43000 58060
44000 64272
45000 61535
46000 68152
47000 68407
48000 69094
49000 148958
50000 74556
51000 81119
52000 83425
53000 90998
54000 96289
55000 90844
56000 120407
57000 106664
58000 101518
59000 211084
60000 108556
61000 117694
62000 125343
63000 125273
64000 119198
65000 173834
66000 142596
67000 134044
68000 212586
69000 148971
70000 184735
71000 193786
72000 157039
73000 173920
74000 179110
75000 182266
76000 233184
77000 185102
78000 286580
79000 194812
80000 273737
81000 243024
82000 231735
83000 211821
84000 384510
85000 243525
86000 235641
87000 275984
88000 258243
89000 333536
90000 243989
91000 260665
92000 274364
93000 273819
94000 255449
95000 272505
96000 301336
97000 303091
98000 327176
99000 291180
100000 306376
