1000 1182
2000 963
3000 1625
4000 2769
5000 5681
6000 7494
7000 12038
8000 12390
9000 14549
10000 19834
11000 23205
12000 26057
13000 29898
14000 44019
15000 49713
16000 58790
17000 47773
18000 54516
19000 90150
20000 85483
21000 73399
22000 95181
23000 102562
24000 93700
25000 109595
26000 112221
27000 174199
28000 138339
29000 150689
30000 220774
31000 155734
32000 159770
33000 198796
34000 211097
35000 212211
36000 258486
37000 232183
38000 266448
39000 248069
40000 289650
41000 285300
42000 341007
43000 365093
44000 341134
45000 522753
46000 410925
47000 596533
48000 626220
49000 447913
50000 403306
51000 455708
52000 481844
53000 570898
54000 548641
55000 522134
56000 577255
57000 784259
58000 681117
59000 626608
60000 624058
61000 627597
62000 613971
63000 929002
64000 725784
65000 797745
66000 828254
67000 754587
68000 833540
69000 816596
70000 856248
71000 815099
72000 1068977
73000 931516
74000 1046343
75000 933133
76000 917743
77000 1001850
78000 1031790
79000 1111303
80000 1075840
81000 1055817
82000 1151229
83000 1092004
84000 1189998
85000 1175222
86000 1174315
87000 1243447
88000 1257662
89000 1270115
90000 1347597
91000 1369663
92000 1519712
93000 1389429
94000 1568085
95000 1535516
96000 1585902
97000 1668269
98000 1560117
99000 1592842
100000 1735341
