1000 151
2000 1820
3000 821
4000 4257
5000 2990
6000 3109
7000 6206
8000 8645
9000 7609
10000 11158
11000 13523
12000 13444
13000 16556
14000 19685
15000 22967
16000 26924
17000 46791
18000 41526
19000 36228
20000 38236
21000 51807
22000 48239
23000 52886
24000 56972
25000 59511
26000 64191
27000 67039
28000 93906
29000 78989
30000 85403
31000 226505
32000 91173
33000 95503
34000 118516
35000 147814
36000 131130
37000 176865
38000 150785
39000 132529
40000 156336
41000 151552
42000 187986
43000 186888
44000 167527
45000 252085
46000 191703
47000 253934
48000 285476
49000 219625
50000 274964
51000 254607
52000 258619
53000 270835
54000 278296
55000 318033
56000 368248
57000 289102
58000 304316
59000 362653
60000 499874
61000 550490
62000 351497
63000 394621
64000 355509
65000 363470
66000 555858
67000 426559
68000 414959
69000 457345
70000 479226
71000 560675
72000 480838
73000 489182
74000 472655
75000 501335
76000 512603
77000 524619
78000 552737
79000 571778
80000 558710
81000 682458
82000 598755
83000 599903
84000 620485
85000 678651
86000 785066
87000 661548
88000 661993
89000 685347
90000 708772
91000 829621
92000 771985
93000 837108
94000 774311
95000 799032
96000 822162
97000 839380
98000 833003
99000 891726
100000 950237
