1000 104
2000 126
3000 185
4000 241
5000 302
6000 390
7000 531
8000 497
9000 2276
10000 3479
11000 720
12000 1805
13000 865
14000 5426
15000 1017
16000 1145
17000 1209
18000 1252
19000 1360
20000 1496
21000 3299
22000 1760
23000 1578
24000 2417
25000 1764
26000 5314
27000 2328
28000 2037
29000 4023
30000 5808
31000 4266
32000 3568
33000 4345
34000 5938
35000 8051
36000 2915
37000 3800
38000 5398
39000 3016
40000 3141
41000 4630
42000 4741
43000 7729
44000 5902
45000 5502
46000 5367
47000 6878
48000 4382
49000 7006
50000 5631
51000 4121
52000 7421
53000 8532
54000 6755
55000 6120
56000 8041
57000 5077
58000 8066
59000 5734
60000 4729
61000 8808
62000 5366
63000 8926
64000 9138
65000 8654
66000 5118
67000 6920
68000 6272
69000 7324
70000 8736
71000 11570
72000 12117
73000 7133
74000 8611
75000 11511
76000 8566
77000 12277
78000 9894
79000 8120
80000 12462
81000 9497
82000 6595
83000 13826
84000 13478
85000 11494
86000 18639
87000 8331
88000 8663
89000 10491
90000 8640
91000 12084
92000 8304
93000 10172
94000 10776
95000 15614
96000 11793
97000 14430
98000 16588
99000 12446
100000 14112
