1000 69
2000 254
3000 545
4000 1054
5000 1659
6000 3580
7000 5225
8000 6576
9000 5429
10000 9341
11000 9739
12000 10888
13000 16967
14000 14837
15000 24885
16000 23055
17000 20491
18000 28227
19000 35528
20000 41892
21000 42558
22000 34873
23000 43064
24000 47024
25000 64224
26000 62983
27000 60738
28000 63782
29000 69090
30000 77053
31000 80519
32000 104947
33000 92024
34000 88018
35000 87050
36000 125537
37000 103552
38000 111689
39000 117260
40000 131615
41000 138510
42000 126885
43000 147583
44000 138042
45000 185146
46000 127210
47000 160126
48000 223897
49000 189632
50000 236740
51000 221556
52000 268351
53000 176381
54000 207417
55000 199410
56000 303452
57000 281783
58000 220078
59000 299792
60000 223567
61000 250983
62000 291324
63000 253761
64000 332234
65000 270705
66000 296646
67000 337139
68000 379790
69000 409164
70000 324088
71000 376520
72000 378674
73000 377300
74000 381502
75000 347468
76000 386227
77000 383684
78000 394236
79000 408407
80000 479463
81000 406156
82000 395786
83000 511693
84000 426548
85000 421643
86000 486331
87000 477861
88000 461278
89000 487977
90000 478052
91000 564978
92000 549798
93000 589539
94000 510211
95000 584481
96000 562795
97000 556807
98000 577706
99000 627350
100000 625360
