1000 27
2000 292
3000 73
4000 105
5000 122
6000 153
7000 1736
8000 209
9000 234
10000 251
11000 295
12000 334
13000 463
14000 512
15000 1207
16000 460
17000 495
18000 547
19000 928
20000 572
21000 595
22000 1450
23000 3257
24000 710
25000 709
26000 832
27000 2438
28000 848
29000 910
30000 6233
31000 2060
32000 2619
33000 1864
34000 1564
35000 3460
36000 1123
37000 2737
38000 1217
39000 3193
40000 1289
41000 2335
42000 1294
43000 1549
44000 1416
45000 1573
46000 1503
47000 2147
48000 1615
49000 1572
50000 2545
51000 5722
52000 2536
53000 2279
54000 3175
55000 4481
56000 2026
57000 1832
58000 5257
59000 4000
60000 2665
61000 4083
62000 1885
63000 5851
64000 2083
65000 4648
66000 2923
67000 2320
68000 2261
69000 6459
70000 2402
71000 2544
72000 6357
73000 2814
74000 3416
75000 4436
76000 2582
77000 2728
78000 2670
79000 2662
80000 2710
81000 8513
82000 3791
83000 4531
84000 6720
85000 2803
86000 6988
87000 5516
88000 2884
89000 5592
90000 6953
91000 7676
92000 4775
93000 3517
94000 5796
95000 5478
96000 3529
97000 3895
98000 8493
99000 3886
100000 10013
