1000 1871
2000 19264
3000 21218
4000 26925
5000 33085
6000 44205
7000 59622
8000 64264
9000 79131
10000 124772
11000 108808
12000 119105
13000 147822
14000 184318
15000 230733
16000 210138
17000 307593
18000 323612
19000 298300
20000 540203
21000 392189
22000 428825
23000 462154
24000 486927
25000 529563
26000 679146
27000 607897
28000 752430
29000 719791
30000 850080
31000 1183715
32000 1242129
33000 1370560
34000 1259934
35000 1439900
36000 1519889
37000 1504968
38000 2041828
39000 2035611
40000 2221967
41000 2461841
42000 2166558
43000 2299128
44000 2186969
45000 2330212
46000 2305244
47000 2666569
48000 3379844
49000 4242716
50000 3269553
51000 3389797
52000 3564510
53000 3348721
54000 3085518
55000 3926802
56000 3757359
57000 4308598
58000 4117679
59000 4383999
60000 4231416
61000 3995271
62000 4503917
63000 5255182
64000 5101829
65000 6374367
66000 5321731
67000 5135745
68000 4737551
69000 6020380
70000 7289780
71000 7231185
72000 5946449
73000 8588012
74000 10177153
75000 11112948
76000 6848162
77000 9557155
78000 9677974
79000 11783682
80000 12366762
81000 14165635
82000 17401120
83000 20584311
84000 23360080
85000 27589628
86000 26869714
87000 26044354
